urn_p1,urn_p2,urn_p3,name,NOTA
br,pb,serraria,Serraria,
br,pb,sertaozinho,Sertãozinho,
br,pb,sobrado,Sobrado,
br,pb,solanea,Solânea,
br,pb,soledade,Soledade,
br,pb,sossego,Sossêgo,
br,pb,sousa,Sousa,
br,pb,sume,Sumé,
br,pb,taperoa,Taperoá,
br,pb,tavares,Tavares,
br,pb,teixeira,Teixeira,
br,pb,tenorio,Tenório,
br,pb,triunfo,Triunfo,
br,pb,uirauna,Uiraúna,
br,pb,umbuzeiro,Umbuzeiro,
br,pb,varzea,Várzea,
br,pb,vieiropolis,Vieirópolis,
br,pb,vista.serrana,Vista Serrana,
br,pb,zabele,Zabelê,
br,pr,abatia,Abatiá,"Corrigidos todos de ""Pana"" para ""Paraná""=PR"
br,pr,adrianopolis,Adrianópolis,
br,pr,agudos.sul,Agudos do Sul,
br,pr,almirante.tamandare,Almirante Tamandaré,
br,pr,altamira.parana,Altamira do Paraná,
br,pr,alto.paraiso,Alto Paraíso,
br,pr,alto.parana,Alto Paraná,
br,pr,alto.piquiri,Alto Piquiri,
br,pr,altonia,Altônia,
br,pr,alvorada.sul,Alvorada do Sul,
br,pr,amapora,Amaporã,
br,pr,ampere,Ampére,
br,pr,anahy,Anahy,
br,pr,andira,Andirá,
br,pr,angulo,Ângulo,
br,pr,antonina,Antonina,
br,pr,antonio.olinto,Antônio Olinto,
br,pr,apucarana,Apucarana,
br,pr,arapongas,Arapongas,
br,pr,arapoti,Arapoti,
br,pr,arapua,Arapuã,
br,pr,araruna,Araruna,
br,pr,araucaria,Araucária,
br,pr,ariranha.ivai,Ariranha do Ivaí,
br,pr,assai,Assaí,
br,pr,assis.chateaubriand,Assis Chateaubriand,
br,pr,astorga,Astorga,
br,pr,atalaia,Atalaia,
br,pr,balsa.nova,Balsa Nova,
br,pr,bandeirantes,Bandeirantes,
br,pr,barbosa.ferraz,Barbosa Ferraz,
br,pr,barra.jacare,Barra do Jacaré,
br,pr,barracao,Barracão,
br,pr,bela.vista.caroba,Bela Vista da Caroba,
br,pr,bela.vista.paraiso,Bela Vista do Paraíso,
br,pr,bituruna,Bituruna,
br,pr,boa.esperanca,Boa Esperança,
br,pr,boa.esperanca.iguacu,Boa Esperança do Iguaçu,
br,pr,boa.ventura.sao.roque,Boa Ventura de São Roque,
br,pr,boa.vista.aparecida,Boa Vista da Aparecida,
br,pr,bocaiuva.sul,Bocaiúva do Sul,
br,pr,bom.jesus.sul,Bom Jesus do Sul,
br,pr,bom.sucesso,Bom Sucesso,
br,pr,bom.sucesso.sul,Bom Sucesso do Sul,
br,pr,borrazopolis,Borrazópolis,
br,pr,braganey,Braganey,
br,pr,brasilandia.sul,Brasilândia do Sul,
br,pr,cafeara,Cafeara,
br,pr,cafelandia,Cafelândia,
br,pr,cafezal.sul,Cafezal do Sul,
br,pr,california,Califórnia,
br,pr,cambara,Cambará,
br,pr,cambe,Cambé,
br,pr,cambira,Cambira,
br,pr,campina.grande.sul,Campina Grande do Sul,
br,pr,campina.lagoa,Campina da Lagoa,
br,pr,campina.simao,Campina do Simão,
br,pr,campo.bonito,Campo Bonito,
br,pr,campo.largo,Campo Largo,
br,pr,campo.magro,Campo Magro,
br,pr,campo.mourao,Campo Mourão,
br,pr,campo.tenente,Campo do Tenente,
br,pr,candido.abreu,Cândido de Abreu,
br,pr,candoi,Candói,
br,pr,cantagalo,Cantagalo,
br,pr,capanema,Capanema,
br,pr,capitao.leonidas.marques,Capitão Leônidas Marques,
br,pr,carambei,Carambeí,
br,pr,carlopolis,Carlópolis,
br,pr,cascavel,Cascavel,
br,pr,castro,Castro,
br,pr,catanduvas,Catanduvas,
br,pr,centenario.sul,Centenário do Sul,
br,pr,cerro.azul,Cerro Azul,
br,pr,ceu.azul,Céu Azul,
br,pr,chopinzinho,Chopinzinho,
br,pr,cianorte,Cianorte,
br,pr,cidade.gaucha,Cidade Gaúcha,
br,pr,clevelandia,Clevelândia,
br,pr,colombo,Colombo,
br,pr,colorado,Colorado,
br,pr,congonhinhas,Congonhinhas,
br,pr,conselheiro.mairinck,Conselheiro Mairinck,
br,pr,contenda,Contenda,
br,pr,corbelia,Corbélia,
br,pr,cornelio.procopio,Cornélio Procópio,
br,pr,coronel.domingos.soares,Coronel Domingos Soares,
br,pr,coronel.vivida,Coronel Vivida,
br,pr,corumbatai.sul,Corumbataí do Sul,
br,pr,cruz.machado,Cruz Machado,
br,pr,cruzeiro.iguacu,Cruzeiro do Iguaçu,
br,pr,cruzeiro.oeste,Cruzeiro do Oeste,
br,pr,cruzeiro.sul,Cruzeiro do Sul,
br,pr,cruzmaltina,Cruzmaltina,
br,pr,curitiba,Curitiba,
br,pr,curiuva,Curiúva,
br,pr,diamante.d.oeste,Diamante D'Oeste,
br,pr,diamante.norte,Diamante do Norte,
br,pr,diamante.sul,Diamante do Sul,
br,pr,dois.vizinhos,Dois Vizinhos,
br,pr,douradina,Douradina,
br,pr,doutor.camargo,Doutor Camargo,
br,pr,doutor.ulysses,Doutor Ulysses,
br,pr,eneas.marques,Enéas Marques,
br,pr,engenheiro.beltrao,Engenheiro Beltrão,
br,pr,entre.rios.oeste,Entre Rios do Oeste,
br,pr,esperanca.nova,Esperança Nova,
br,pr,espigao.alto.iguacu,Espigão Alto do Iguaçu,
br,pr,farol,Farol,
br,pr,faxinal,Faxinal,
br,pr,fazenda.rio.grande,Fazenda Rio Grande,
br,pr,fenix,Fênix,
br,pr,fernandes.pinheiro,Fernandes Pinheiro,
br,pr,figueira,Figueira,
br,pr,flor.serra.sul,Flor da Serra do Sul,
br,pr,florai,Floraí,
br,pr,floresta,Floresta,
br,pr,florestopolis,Florestópolis,
br,pr,florida,Flórida,
br,pr,formosa.oeste,Formosa do Oeste,
br,pr,foz.iguacu,Foz do Iguaçu,
br,pr,foz.jordao,Foz do Jordão,
br,pr,francisco.alves,Francisco Alves,
br,pr,francisco.beltrao,Francisco Beltrão,
br,pr,general.carneiro,General Carneiro,
br,pr,godoy.moreira,Godoy Moreira,
br,pr,goioere,Goioerê,
br,pr,goioxim,Goioxim,
br,pr,grandes.rios,Grandes Rios,
br,pr,guaira,Guaíra,
br,pr,guairaca,Guairaçá,
br,pr,guamiranga,Guamiranga,
br,pr,guapirama,Guapirama,
br,pr,guaporema,Guaporema,
br,pr,guaraci,Guaraci,
br,pr,guaraniacu,Guaraniaçu,
br,pr,guarapuava,Guarapuava,
br,pr,guaraquecaba,Guaraqueçaba,
br,pr,guaratuba,Guaratuba,
br,pr,honorio.serpa,Honório Serpa,
br,pr,ibaiti,Ibaiti,
br,pr,ibema,Ibema,
br,pr,ibipora,Ibiporã,
br,pr,icaraima,Icaraíma,
br,pr,iguaracu,Iguaraçu,
br,pr,iguatu,Iguatu,
br,pr,imbau,Imbaú,
br,pr,imbituva,Imbituva,
br,pr,inacio.martins,Inácio Martins,
br,pr,inaja,Inajá,
br,pr,indianopolis,Indianópolis,
br,pr,ipiranga,Ipiranga,
br,pr,ipora,Iporã,
br,pr,iracema.oeste,Iracema do Oeste,
br,pr,irati,Irati,
br,pr,iretama,Iretama,
br,pr,itaguaje,Itaguajé,
br,pr,itaipulandia,Itaipulândia,
br,pr,itambaraca,Itambaracá,
br,pr,itambe,Itambé,
br,pr,itapejara.d.oeste,Itapejara d'Oeste,
br,pr,itaperucu,Itaperuçu,
br,pr,itauna.sul,Itaúna do Sul,
br,pr,ivai,Ivaí,
br,pr,ivaipora,Ivaiporã,
br,pr,ivate,Ivaté,
br,pr,ivatuba,Ivatuba,
br,pr,jaboti,Jaboti,
br,pr,jacarezinho,Jacarezinho,
br,pr,jaguapita,Jaguapitã,
br,pr,jaguariaiva,Jaguariaíva,
br,pr,jandaia.sul,Jandaia do Sul,
br,pr,janiopolis,Janiópolis,
br,pr,japira,Japira,
br,pr,japura,Japurá,
br,pr,jardim.alegre,Jardim Alegre,
br,pr,jardim.olinda,Jardim Olinda,
br,pr,jataizinho,Jataizinho,
br,pr,jesuitas,Jesuítas,
br,pr,joaquim.tavora,Joaquim Távora,
br,pr,jundiai.sul,Jundiaí do Sul,
br,pr,juranda,Juranda,
br,pr,jussara,Jussara,
br,pr,kalore,Kaloré,
br,pr,lapa,Lapa,
br,pr,laranjal,Laranjal,
br,pr,laranjeiras.sul,Laranjeiras do Sul,
br,pr,leopolis,Leópolis,
br,pr,lidianopolis,Lidianópolis,
br,pr,lindoeste,Lindoeste,
br,pr,loanda,Loanda,
br,pr,lobato,Lobato,
br,pr,londrina,Londrina,
br,pr,luiziana,Luiziana,
br,pr,lunardelli,Lunardelli,
br,pr,lupionopolis,Lupionópolis,
br,pr,mallet,Mallet,
br,pr,mambore,Mamborê,
br,pr,mandaguacu,Mandaguaçu,
br,pr,mandaguari,Mandaguari,
br,pr,mandirituba,Mandirituba,
br,pr,manfrinopolis,Manfrinópolis,
br,pr,mangueirinha,Mangueirinha,
br,pr,manoel.ribas,Manoel Ribas,
br,pr,marechal.candido.rondon,Marechal Cândido Rondon,
br,pr,maria.helena,Maria Helena,
br,pr,marialva,Marialva,
br,pr,marilandia.sul,Marilândia do Sul,
br,pr,marilena,Marilena,
br,pr,mariluz,Mariluz,
br,pr,maringa,Maringá,
br,pr,mariopolis,Mariópolis,
br,pr,maripa,Maripá,
br,pr,marmeleiro,Marmeleiro,
br,pr,marquinho,Marquinho,
br,pr,marumbi,Marumbi,
br,pr,matelandia,Matelândia,
br,pr,matinhos,Matinhos,
br,pr,mato.rico,Mato Rico,
br,pr,maua.serra,Mauá da Serra,
br,pr,medianeira,Medianeira,
br,pr,mercedes,Mercedes,
br,pr,mirador,Mirador,
br,pr,miraselva,Miraselva,
br,pr,missal,Missal,
br,pr,moreira.sales,Moreira Sales,
br,pr,morretes,Morretes,
br,pr,munhoz.melo,Munhoz de Melo,
br,pr,nossa.senhora.gracas,Nossa Senhora das Graças,
br,pr,nova.alianca.ivai,Nova Aliança do Ivaí,
br,pr,nova.america.colina,Nova América da Colina,
br,pr,nova.aurora,Nova Aurora,
br,pr,nova.cantu,Nova Cantu,
br,pr,nova.esperanca,Nova Esperança,
br,pr,nova.esperanca.sudoeste,Nova Esperança do Sudoeste,
br,pr,nova.fatima,Nova Fátima,
br,pr,nova.laranjeiras,Nova Laranjeiras,
br,pr,nova.londrina,Nova Londrina,
br,pr,nova.olimpia,Nova Olímpia,
br,pr,nova.prata.iguacu,Nova Prata do Iguaçu,
br,pr,nova.santa.barbara,Nova Santa Bárbara,
br,pr,nova.santa.rosa,Nova Santa Rosa,
br,pr,nova.tebas,Nova Tebas,
br,pr,novo.itacolomi,Novo Itacolomi,
br,pr,ortigueira,Ortigueira,
br,pr,ourizona,Ourizona,
br,pr,ouro.verde.oeste,Ouro Verde do Oeste,
br,pr,paicandu,Paiçandu,
br,pr,palmas,Palmas,
br,pr,palmeira,Palmeira,
br,pr,palmital,Palmital,
br,pr,palotina,Palotina,
br,pr,paraiso.norte,Paraíso do Norte,
br,pr,paranacity,Paranacity,
br,pr,paranagua,Paranaguá,
br,pr,paranapoema,Paranapoema,
br,pr,paranavai,Paranavaí,
br,pr,pato.bragado,Pato Bragado,
br,pr,pato.branco,Pato Branco,
br,pr,paula.freitas,Paula Freitas,
br,pr,paulo.frontin,Paulo Frontin,
br,pr,peabiru,Peabiru,
br,pr,perobal,Perobal,
br,pr,perola,Pérola,
br,pr,perola.d.oeste,Pérola d'Oeste,
br,pr,pien,Piên,
br,pr,pinhais,Pinhais,
br,pr,pinhal.sao.bento,Pinhal de São Bento,
br,pr,pinhalao,Pinhalão,
br,pr,pinhao,Pinhão,
br,pr,pirai.sul,Piraí do Sul,
br,pr,piraquara,Piraquara,
br,pr,pitanga,Pitanga,
br,pr,pitangueiras,Pitangueiras,
br,pr,planaltina.parana,Planaltina do Paraná,
br,pr,planalto,Planalto,
br,pr,ponta.grossa,Ponta Grossa,
br,pr,pontal.parana,Pontal do Paraná,
br,pr,porecatu,Porecatu,
br,pr,porto.amazonas,Porto Amazonas,
br,pr,porto.barreiro,Porto Barreiro,
br,pr,porto.rico,Porto Rico,
br,pr,porto.vitoria,Porto Vitória,
br,pr,prado.ferreira,Prado Ferreira,
br,pr,pranchita,Pranchita,
br,pr,presidente.castelo.branco,Presidente Castelo Branco,
br,pr,primeiro.maio,Primeiro de Maio,
br,pr,prudentopolis,Prudentópolis,
br,pr,quarto.centenario,Quarto Centenário,
br,pr,quatigua,Quatiguá,
br,pr,quatro.barras,Quatro Barras,
br,pr,quatro.pontes,Quatro Pontes,
br,pr,quedas.iguacu,Quedas do Iguaçu,
br,pr,querencia.norte,Querência do Norte,
br,pr,quinta.sol,Quinta do Sol,
br,pr,quitandinha,Quitandinha,
br,pr,ramilandia,Ramilândia,
br,pr,rancho.alegre,Rancho Alegre,
br,pr,rancho.alegre.d.oeste,Rancho Alegre D'Oeste,
br,pr,realeza,Realeza,
br,pr,reboucas,Rebouças,
br,pr,renascenca,Renascença,
br,pr,reserva,Reserva,
br,pr,reserva.iguacu,Reserva do Iguaçu,
br,pr,ribeirao.claro,Ribeirão Claro,
br,pr,ribeirao.pinhal,Ribeirão do Pinhal,
br,pr,rio.azul,Rio Azul,
br,pr,rio.bom,Rio Bom,
br,pr,rio.bonito.iguacu,Rio Bonito do Iguaçu,
br,pr,rio.branco.ivai,Rio Branco do Ivaí,
br,pr,rio.branco.sul,Rio Branco do Sul,
br,pr,rio.negro,Rio Negro,
br,pr,rolandia,Rolândia,
br,pr,roncador,Roncador,
br,pr,rondon,Rondon,
br,pr,rosario.ivai,Rosário do Ivaí,
br,pr,sabaudia,Sabáudia,
br,pr,salgado.filho,Salgado Filho,
br,pr,salto.itarare,Salto do Itararé,
br,pr,salto.lontra,Salto do Lontra,
br,pr,santa.amelia,Santa Amélia,
br,pr,santa.cecilia.pavao,Santa Cecília do Pavão,
br,pr,santa.cruz.monte.castelo,Santa Cruz de Monte Castelo,
br,pr,santa.fe,Santa Fé,
br,pr,santa.helena,Santa Helena,
br,pr,santa.ines,Santa Inês,
br,pr,santa.isabel.ivai,Santa Isabel do Ivaí,
br,pr,santa.izabel.oeste,Santa Izabel do Oeste,
br,pr,santa.lucia,Santa Lúcia,
br,pr,santa.maria.oeste,Santa Maria do Oeste,
br,pr,santa.mariana,Santa Mariana,
br,pr,santa.monica,Santa Mônica,
br,pr,santa.tereza.oeste,Santa Tereza do Oeste,
br,pr,santa.terezinha.itaipu,Santa Terezinha de Itaipu,
br,pr,santana.itarare,Santana do Itararé,
br,pr,santo.antonio.caiua,Santo Antônio do Caiuá,
br,pr,santo.antonio.paraiso,Santo Antônio do Paraíso,
br,pr,santo.antonio.platina,Santo Antônio da Platina,
br,pr,santo.antonio.sudoeste,Santo Antônio do Sudoeste,
br,pr,santo.inacio,Santo Inácio,
br,pr,sao.carlos.ivai,São Carlos do Ivaí,
br,pr,sao.jeronimo.serra,São Jerônimo da Serra,
br,pr,sao.joao,São João,
br,pr,sao.joao.caiua,São João do Caiuá,
br,pr,sao.joao.ivai,São João do Ivaí,
br,pr,sao.joao.triunfo,São João do Triunfo,
br,pr,sao.jorge.d.oeste,São Jorge d'Oeste,
br,pr,sao.jorge.ivai,São Jorge do Ivaí,
br,pr,sao.jorge.patrocinio,São Jorge do Patrocínio,
br,pr,sao.jose.boa.vista,São José da Boa Vista,
br,pr,sao.jose.palmeiras,São José das Palmeiras,
br,pr,sao.jose.pinhais,São José dos Pinhais,
br,pr,sao.manoel.parana,São Manoel do Paraná,
br,pr,sao.mateus.sul,São Mateus do Sul,
br,pr,sao.miguel.iguacu,São Miguel do Iguaçu,
br,pr,sao.pedro.iguacu,São Pedro do Iguaçu,
br,pr,sao.pedro.ivai,São Pedro do Ivaí,
br,pr,sao.pedro.parana,São Pedro do Paraná,
br,pr,sao.sebastiao.amoreira,São Sebastião da Amoreira,
br,pr,sao.tome,São Tomé,
br,pr,sapopema,Sapopema,
br,pr,sarandi,Sarandi,
br,pr,saudade.iguacu,Saudade do Iguaçu,
br,pr,senges,Sengés,
br,pr,serranopolis.iguacu,Serranópolis do Iguaçu,
br,pr,sertaneja,Sertaneja,
br,pr,sertanopolis,Sertanópolis,
br,pr,siqueira.campos,Siqueira Campos,
br,pr,sulina,Sulina,
br,pr,tamarana,Tamarana,
br,pr,tamboara,Tamboara,
br,pr,tapejara,Tapejara,
br,pr,tapira,Tapira,
br,pr,teixeira.soares,Teixeira Soares,
br,pr,telemaco.borba,Telêmaco Borba,
br,pr,terra.boa,Terra Boa,
br,pr,terra.rica,Terra Rica,
br,pr,terra.roxa,Terra Roxa,
br,pr,tibagi,Tibagi,
br,pr,tijucas.sul,Tijucas do Sul,
br,pr,toledo,Toledo,
br,pr,tomazina,Tomazina,
br,pr,tres.barras.parana,Três Barras do Paraná,
br,pr,tunas.parana,Tunas do Paraná,
br,pr,tuneiras.oeste,Tuneiras do Oeste,
br,pr,tupassi,Tupãssi,
br,pr,turvo,Turvo,
br,pr,ubirata,Ubiratã,
br,pr,umuarama,Umuarama,
br,pr,uniao.vitoria,União da Vitória,
br,pr,uniflor,Uniflor,
br,pr,urai,Uraí,
br,pr,ventania,Ventania,
br,pr,vera.cruz.oeste,Vera Cruz do Oeste,
br,pr,vere,Verê,
br,pr,virmond,Virmond,
br,pr,vitorino,Vitorino,
br,pr,wenceslau.braz,Wenceslau Braz,
br,pr,xambre,Xambrê,
br,pe,abreu.lima,Abreu e Lima,
br,pe,afogados.ingazeira,Afogados da Ingazeira,
br,pe,afranio,Afrânio,
br,pe,agrestina,Agrestina,
br,pe,agua.preta,Água Preta,
br,pe,aguas.belas,Águas Belas,
br,pe,alagoinha,Alagoinha,
br,pe,alianca,Aliança,
br,pe,altinho,Altinho,
br,pe,amaraji,Amaraji,
br,pe,angelim,Angelim,
br,pe,aracoiaba,Araçoiaba,
br,pe,araripina,Araripina,
br,pe,arcoverde,Arcoverde,
br,pe,barra.guabiraba,Barra de Guabiraba,
br,pe,barreiros,Barreiros,
br,pe,belem.maria,Belém de Maria,
br,pe,belem.sao.francisco,Belém de São Francisco,
br,pe,belo.jardim,Belo Jardim,
br,pe,betania,Betânia,
br,pe,bezerros,Bezerros,
br,pe,bodoco,Bodocó,
br,pe,bom.conselho,Bom Conselho,
br,pe,bom.jardim,Bom Jardim,
br,pe,bonito,Bonito,
br,pe,brejao,Brejão,
br,pe,brejinho,Brejinho,
br,pe,brejo.madre.deus,Brejo da Madre de Deus,
br,pe,buenos.aires,Buenos Aires,
br,pe,buique,Buíque,
br,pe,cabo.santo.agostinho,Cabo de Santo Agostinho,
br,pe,cabrobo,Cabrobó,
br,pe,cachoeirinha,Cachoeirinha,
br,pe,caetes,Caetés,
br,pe,calcado,Calçado,
br,pe,calumbi,Calumbi,
br,pe,camaragibe,Camaragibe,
br,pe,camocim.sao.felix,Camocim de São Félix,
br,pe,camutanga,Camutanga,
br,pe,canhotinho,Canhotinho,
br,pe,capoeiras,Capoeiras,
br,pe,carnaiba,Carnaíba,
br,pe,carnaubeira.penha,Carnaubeira da Penha,
br,pe,carpina,Carpina,
br,pe,caruaru,Caruaru,
br,pe,casinhas,Casinhas,
br,pe,catende,Catende,
br,pe,cedro,Cedro,
br,pe,cha.alegria,Chã de Alegria,
br,pe,cha.grande,Chã Grande,
br,pe,condado,Condado,
br,pe,correntes,Correntes,
br,pe,cortes,Cortês,
br,pe,cumaru,Cumaru,
br,pe,cupira,Cupira,
br,pe,custodia,Custódia,
br,pe,dormentes,Dormentes,
br,pe,escada,Escada,
br,pe,exu,Exu,
br,pe,feira.nova,Feira Nova,
br,pe,fernando.noronha,Fernando de Noronha,
br,pe,ferreiros,Ferreiros,
br,pe,flores,Flores,
br,pe,floresta,Floresta,
br,pe,frei.miguelinho,Frei Miguelinho,
br,pe,gameleira,Gameleira,
br,pe,garanhuns,Garanhuns,
br,pe,gloria.goita,Glória do Goitá,
br,pe,goiana,Goiana,
br,pe,granito,Granito,
br,pe,gravata,Gravatá,
br,pe,iati,Iati,
br,pe,ibimirim,Ibimirim,
br,pe,ibirajuba,Ibirajuba,
br,pe,igarassu,Igarassu,
br,pe,iguaraci,Iguaraci,
br,pe,ilha.itamaraca,Ilha de Itamaracá,
br,pe,inaja,Inajá,
br,pe,ingazeira,Ingazeira,
br,pe,ipojuca,Ipojuca,
br,pe,ipubi,Ipubi,
br,pe,itacuruba,Itacuruba,
br,pe,itaiba,Itaíba,
br,pe,itambe,Itambé,
br,pe,itapetim,Itapetim,
br,pe,itapissuma,Itapissuma,
br,pe,itaquitinga,Itaquitinga,
br,pe,jaboatao.guararapes,Jaboatão dos Guararapes,
br,pe,jaqueira,Jaqueira,
br,pe,jatauba,Jataúba,
br,pe,jatoba,Jatobá,
br,pe,joao.alfredo,João Alfredo,
br,pe,joaquim.nabuco,Joaquim Nabuco,
br,pe,jucati,Jucati,
br,pe,jupi,Jupi,
br,pe,jurema,Jurema,
br,pe,lagoa.carro,Lagoa do Carro,
br,pe,lagoa.gatos,Lagoa dos Gatos,
br,pe,lagoa.grande,Lagoa Grande,
br,pe,lagoa.itaenga,Lagoa do Itaenga,
br,pe,lagoa.ouro,Lagoa do Ouro,
br,pe,lajedo,Lajedo,
br,pe,limoeiro,Limoeiro,
br,pe,macaparana,Macaparana,
br,pe,machados,Machados,
br,pe,manari,Manari,
br,pe,maraial,Maraial,
br,pe,mirandiba,Mirandiba,
br,pe,moreilandia,Moreilândia,
br,pe,moreno,Moreno,
br,pe,nazare.mata,Nazaré da Mata,
br,pe,olinda,Olinda,
br,pe,orobo,Orobó,
br,pe,oroco,Orocó,
br,pe,ouricuri,Ouricuri,
br,pe,palmares,Palmares,
br,pe,palmeirina,Palmeirina,
br,pe,panelas,Panelas,
br,pe,paranatama,Paranatama,
br,pe,parnamirim,Parnamirim,
br,pe,passira,Passira,
br,pe,paudalho,Paudalho,
br,pe,paulista,Paulista,
br,pe,pedra,Pedra,
br,pe,pesqueira,Pesqueira,
br,pe,petrolandia,Petrolândia,
br,pe,petrolina,Petrolina,
br,pe,pocao,Poção,
br,pe,pombos,Pombos,
br,pe,primavera,Primavera,
br,pe,quipapa,Quipapá,
br,pe,quixaba,Quixaba,
br,pe,recife,Recife,
br,pe,riacho.almas,Riacho das Almas,
br,pe,ribeirao,Ribeirão,
br,pe,rio.formoso,Rio Formoso,
br,pe,saire,Sairé,
br,pe,salgadinho,Salgadinho,
br,pe,salgueiro,Salgueiro,
br,pe,saloa,Saloá,
br,pe,sanharo,Sanharó,
br,pe,santa.cruz,Santa Cruz,
br,pe,santa.cruz.baixa.verde,Santa Cruz da Baixa Verde,
br,pe,santa.cruz.capibaribe,Santa Cruz do Capibaribe,
br,pe,santa.filomena,Santa Filomena,
br,pe,santa.maria.boa.vista,Santa Maria da Boa Vista,
br,pe,santa.maria.cambuca,Santa Maria do Cambucá,
br,pe,santa.terezinha,Santa Terezinha,
br,pe,sao.benedito.sul,São Benedito do Sul,
br,pe,sao.bento.una,São Bento do Una,
br,pe,sao.caitano,São Caitano,
br,pe,sao.joao,São João,
br,pe,sao.joaquim.monte,São Joaquim do Monte,
br,pe,sao.jose.belmonte,São José do Belmonte,
br,pe,sao.jose.coroa.grande,São José da Coroa Grande,
br,pe,sao.jose.egito,São José do Egito,
br,pe,sao.lourenco.mata,São Lourenço da Mata,
br,pe,sao.vicente.ferrer,São Vicente Ferrer,
br,pe,serra.talhada,Serra Talhada,
br,pe,serrita,Serrita,
br,pe,sertania,Sertânia,
br,pe,sirinhaem,Sirinhaém,
br,pe,solidao,Solidão,
br,pe,surubim,Surubim,
br,pe,tabira,Tabira,
br,pe,tacaimbo,Tacaimbó,
br,pe,tacaratu,Tacaratu,
br,pe,tamandare,Tamandaré,
br,pe,taquaritinga.norte,Taquaritinga do Norte,
br,pe,terezinha,Terezinha,
br,pe,terra.nova,Terra Nova,
br,pe,timbauba,Timbaúba,
br,pe,toritama,Toritama,
br,pe,tracunhaem,Tracunhaém,
br,pe,trindade,Trindade,
br,pe,triunfo,Triunfo,
br,pe,tupanatinga,Tupanatinga,
br,pe,tuparetama,Tuparetama,
br,pe,venturosa,Venturosa,
br,pe,verdejante,Verdejante,
br,pe,vertente.lerio,Vertente do Lério,
br,pe,vertentes,Vertentes,
br,pe,vicencia,Vicência,
br,pe,vitoria.santo.antao,Vitória de Santo Antão,
br,pe,xexeu,Xexéu,
br,pi,acaua,Acauã,
br,pi,agricolandia,Agricolândia,
br,pi,agua.branca,Água Branca,
br,pi,alagoinha.piaui,Alagoinha do Piauí,
br,pi,alegrete.piaui,Alegrete do Piauí,
br,pi,alto.longa,Alto Longá,
br,pi,altos,Altos,
br,pi,alvorada.gurgueia,Alvorada do Gurguéia,
br,pi,amarante,Amarante,
br,pi,angical.piaui,Angical do Piauí,
br,pi,anisio.abreu,Anísio de Abreu,
br,pi,antonio.almeida,Antônio Almeida,
br,pi,aroazes,Aroazes,
br,pi,aroeiras.itaim,Aroeiras do Itaim,
br,pi,arraial,Arraial,
br,pi,assuncao.piaui,Assunção do Piauí,
br,pi,avelino.lopes,Avelino Lopes,
br,pi,baixa.grande.ribeiro,Baixa Grande do Ribeiro,
br,pi,barra.d.alcantara,Barra D'Alcântara,
br,pi,barras,Barras,
br,pi,barreiras.piaui,Barreiras do Piauí,
br,pi,barro.duro,Barro Duro,
br,pi,batalha,Batalha,
br,pi,bela.vista.piaui,Bela Vista do Piauí,
br,pi,belem.piaui,Belém do Piauí,
br,pi,beneditinos,Beneditinos,
br,pi,bertolinia,Bertolínia,
br,pi,betania.piaui,Betânia do Piauí,
br,pi,boa.hora,Boa Hora,
br,pi,bocaina,Bocaina,
br,pi,bom.jesus,Bom Jesus,
br,pi,bom.principio.piaui,Bom Princípio do Piauí,
br,pi,bonfim.piaui,Bonfim do Piauí,
br,pi,boqueirao.piaui,Boqueirão do Piauí,
br,pi,brasileira,Brasileira,
br,pi,brejo.piaui,Brejo do Piauí,
br,pi,buriti.lopes,Buriti dos Lopes,
br,pi,buriti.montes,Buriti dos Montes,
br,pi,cabeceiras.piaui,Cabeceiras do Piauí,
br,pi,cajazeiras.piaui,Cajazeiras do Piauí,
br,pi,cajueiro.praia,Cajueiro da Praia,
br,pi,caldeirao.grande.piaui,Caldeirão Grande do Piauí,
br,pi,campinas.piaui,Campinas do Piauí,
br,pi,campo.alegre.fidalgo,Campo Alegre do Fidalgo,
br,pi,campo.grande.piaui,Campo Grande do Piauí,
br,pi,campo.largo.piaui,Campo Largo do Piauí,
br,pi,campo.maior,Campo Maior,
br,pi,canavieira,Canavieira,
br,pi,canto.buriti,Canto do Buriti,
br,pi,capitao.campos,Capitão de Campos,
br,pi,capitao.gervasio.oliveira,Capitão Gervásio Oliveira,
br,pi,caracol,Caracol,
br,pi,caraubas.piaui,Caraúbas do Piauí,
br,pi,caridade.piaui,Caridade do Piauí,
br,pi,castelo.piaui,Castelo do Piauí,
br,pi,caxingo,Caxingó,
br,pi,cocal,Cocal,
br,pi,cocal.alves,Cocal dos Alves,
br,pi,cocal.telha,Cocal de Telha,
br,pi,coivaras,Coivaras,
br,pi,colonia.gurgueia,Colônia do Gurguéia,
br,pi,colonia.piaui,Colônia do Piauí,
br,pi,conceicao.caninde,Conceição do Canindé,
br,pi,coronel.jose.dias,Coronel José Dias,
br,pi,corrente,Corrente,
br,pi,cristalandia.piaui,Cristalândia do Piauí,
br,pi,cristino.castro,Cristino Castro,
br,pi,curimata,Curimatá,
br,pi,currais,Currais,
br,pi,curral.novo.piaui,Curral Novo do Piauí,
br,pi,curralinhos,Curralinhos,
br,pi,demerval.lobao,Demerval Lobão,
br,pi,dirceu.arcoverde,Dirceu Arcoverde,
br,pi,dom.expedito.lopes,Dom Expedito Lopes,
br,pi,dom.inocencio,Dom Inocêncio,
